id,tamil,english
8333, Movie  National Award   vanga   THALA RASIGARGAZHIN     manamarndha  vazhthukkal',Heartfelt greetings from Mowaye National fans'
8334, Dhanush  vetrimaranvera inna venum padam blockbusternu solrathukuAsuran',Dhanush Vetrimaran's next film is a blockbuster'
8335, plz realize at telugu also sir',Plz release at telugu also sir'
8336, VINTAGE DHANUSH  VINTAGE VETRIMAARAN VINTAGE GV PRAKASH   MARANA WAITING  GET READY NATIONAL AWARD JURY',Vindajee Dhanush Vindajee Vetimaaran Vindajee GV Prakash Marta Vidin Get Ready National His Jury'
8337, Background music Veritanama iruku G VPrakash na',Background music is crazy ki viprakash no'
8338, Thalaivaaaaaaaaaaaa Namaku thevayaadha nama dhan adichi pudunganum thalaivaaaaaaaa verithanammmmm🤩🤩🥰',Thalaivaaaaaaaaaaa Namaku thevaayaadha nama dhan adichi pudunganum thalaivaaaaaaaa verithanammmmm 🤩🤩🥰'
8339, Vijay Anna fans hit like here',Vijay Anna Pals Hit Like Tere'
8340, Namaku thevaiyanatha namba than adichi vankanum',Let us believe what we need'
8341, padam mass erukum thalapathy fans sarp wisas',The picture is Mass. Thalapathy Paul's Sharp Vis'
8342, Oscar Award Vanguvaru Nu Soldravanga Like ',Like those who say that Oscar will buy him'
8343, last bgm un azhaigil en idhayam than nilayail kathi song ah copy adichtan',"Last Bikum is my heart because of your beauty, Song Ah Kopi said'"
8344, Next Super star     Vijay Fan',Nest superstar Vijay Bane'
8345,  Viswasam oda Slow version bgm mari Liteah Eruku',There is Bikum Mari Litha from Viswasam OTA Slow Verse'
8346, Thalaivar Dhanush kola Mass Asuran',Leader Dhanush Kola is a mass monster'
8347, Vera mathurii irukuuuu thalaivaaa Ni vah thalaivaaa vera Level expectations',Other Madhuriya Rukuuuu Chairman Ni Wah Chairman Other Level Spectations'
8348,  vada chennai  asuran  vada chennai vada chennai salute to best combo of tamil cinema',Vada Chennai Asuran Vada Chennai Vada Chennai Salute to Best Combo OP Tamil Cinema'
8349, Namba kitta Kaddu iruntha eduthukuvanunga rubba iruntha pudingikuvanunga ana padipa mattum pudnga mudiyathu  Dhanush dialogue delivery',"Take what we asked for, Puddingikuwanunga, which was Rupa, Ana, you can't just make a study, Dhanush Dialogue Delivery'"
8350, Silurkkuthu udambula innum padam yepti irukka pogutho marana mass verithanam',Silurkudu Utambula still how the film is going to be death mass frenzy'
8351, Thalaivaaa Sure BB 🤩 Eduthu vainga da national award ah',Thalaivaaa Sure BB 🤩 Eduthu vainga da national award ah'
8352, Ready  get Nxt Oscar Award Thalaivaaaaa',Ready Get Nast Oscar is his boss'
8353, En thalaivana minja oru paiyanum ila thalapathya thavara',A useless commander who surpasses my leader'
8354, Marana mass  DHANUSH  ANNA   adutta  award   waiting',Death Mass Dhanush Anna next his Vidin'
8355, Intha thadava national award miss aagathu Eluthiruvaila vechukkonga',"This time, National is his miss and he is proud to write'"
8356, Thelivaaa marana mass ah iruku',There is a clear death mass ah'
8357, Dislike panna eppadi dhN manasu varudho🤕🤕',Dislike panna eppadi dhN manasu varudho🤕🤕'
8358, Wow thalaivaaaa Vera Leval Teaser  Awards Eduthu Vaikadaaa Asuran Vararuu',Wow Thalaiwaa another level teaser awards for Vaigata monster'
8359, Dai eppa enna da ithu Semma da dai',Toy when what da this is all da toy'
8360, Varthaiye varla kola mass dhanush Anna',Wardye varla kola mas Dhanush bro'
8361, Wow semma dhanush anna asuran waiting',Wow chemma dhanush anna asuran vidin'
8362, Padipa Mattum Namma kita irundhu eduthuka mudiyadhu  Village based verithanam',"We can't take only education away from us, it's phosphate fanaticism'"
8363, Eduthu vainga Da ellam award aiyum',Take everything is his name'
8364, Wishes from nadippin Nayagan suriya Anna fans',Surya Anna Pals is the hero of Vishesh Prem acting'
8365, Sema visual But BGM mattum viswasam movie la varadhu pola irukku',It seems that only visual but big doesn't come in Viswasam Mowaye'
8366, Indha time miss aahudhu',A miss this time'
8367, Mass marana mass dhanush Anna love you',Mass Death Mass Dhanush Anna Love You'
8368,  sec la pathavanga like podunga',Check it out and give it a like'
8369, Unga Vetriya Mattum Yaralayum Eduthukidave Mudiyathu VetriDhanush',No one can ever take away your success Vetrithanush'
8370, Thalaivaaa nee Vera level adhukkum Mela',"Leader, you are on another level and above that'"
8371, DANUSH AND ROCKY BHAI FANS LIKE HERE',Dhanush and Rocky B Pals Like Tere'
8372, Thalaiva vera leval Padippa mattum namma kitta iruthu eduka mudiyathu',"Leader, you cannot take only another level course from us'"
8373, namma kitta kaadu iruntha eduthukuvanga ruva iruntha pudingipanga padippa mattum yaaralaiyum eduthuka mudiyathufact',No one can take the Pudingipanga study that we had in the forest.'
8374, Vadachennai movie la kedaikatha National award ithula kedaikum But vadachennai deserves national award',Vadachennai Deserves National which is not available in North Chennai.'
8375, BGM Nerkonda Paarvai Madhiri eh iruke',Bhikum's view is similar to H'
8376, sprpakavespr ahh irukuepo screen la paka pora noo  waiting',"Suprabhagavesupra, when it is there, don't go and see it in Suyin'"
8377, Intha Padam block buster agumnu solravanga like pannunga',Those who say this movie will be a block buster please like it'
8378, GV Sir BGM Bayangaram Vera Level Sir',Give Sir Bikum Bangaram is another level sir'
8379, DHANUSH FANS   LIKE HATERS OF DHANUSH  COMMENT         ANY WAY BLOCKBUSTER FILM OF  ASURAN',Dhanush Pals Like Haters OP Dhanush Comment Any Vai Blockbuster Film OP Asuraan'
8380, Ellam awardum line a eduthuvainga verathu asuran',All award and take line A is another monster'
8381, Namaku thevaianatha nammathan adichu vanganumadichu vangunga',Buy what we need from us'
8382, Vera lvl dhanush anna asurana asuran  Waiting',Another level Dhanush Anna Asuranai Asuran Vidin'
8383, Santhosh Narayan music pottu iruntha innum nalla irunthu irukum ',Santhosh Narayan's music would have been even better'
8384, Onnu maattum nalla theridhu  Asuran ninnu pesa podhu vetrimaran  dhanush  vetridhan ',Dhanush Vetri is the one who knows a lot about the monster and talks about it'
8385, Idhu dhan ya unmaiya na verithanam',This is true fanaticism'
8386, Sema Violence Naangale A certificate tharom Seekarama release panunga',Sema violence we will give a certificate and release it soon'
8387, Verithanam ah irukku waiting fdfs thatra like ah',Madness is ah'
8388, Kgf Theme ah aptiye poti vachurukan Asuran  Gayvp',Cough theme ah abdiye poti vachirukan asuran kaivab'
8389, Asuran vettai aramam marana mass',Monster hunting virtue and death mass'
8390, Padipa mattum namma kitta irunthu eduthuka mudiyathu  la oru Varthai thalaiva',"We cannot take only education from us, one word, leader'"
8391, Teejay va paaka yaarellam theater ku povinga',Everyone should go to the theater to see DJ'
8392, Kola massss trailor vera leval thalaivar',Koala Masses trailer is another level leader'
8393, Vera level  padippa mattum edukka mudiyaathu fact',"You can't just take another level course, Basit'"
8394, Oa verithanam da epa dhanush vetrimaran gv Combo',Dhanush Vetrimaran Give Combo'
8395, Thambii  Andha national award ah knjo eduthu veinga tharamana sambavam onnu irukku',There is a standard incident to take the younger brother away from his ah kanjo'
8396, Prasanth maamey ungala pada m trailer vanthuduchiiii',Prashant Mame Ungala film and trailer are coming'
8397, Bgm Semmaya iruku nu sollravanga like podunga \u200d',Bgm Semmaya iruku nu sollravanga like podunga \u200d'
8398, Kovilpatti pasanga lam like podunga la',Kovilpatti Basanga Lam Please put a like'
8399, Dhanush Anna what a Screen presence Paaaaaaaaaaaaah Sure Blockbuster Asuran',Dhanush Anna what a Screen presence Paaaaaaaaaaaaaah Sure Blockbuster Asuran'
8400, Ippo enna panna porum Sweet sapida poromVera level',What are you going to do now?'
8401, Alaguuuuuuuuuuuuuuuuuuu my one and only superstar rajinikanth sirree',Alaguuuuuuuuuuuuuuuuuuu my one and only superstar rajinikanth sirree'
8402, Rajini nale mass than pa',Rajini Nale Mass Thana p'
8403, Semma stylish Olunga odi poidunga kolaveri la irukken adhichu trouser oda oda vitruven Mass action movie maathiri irukku',"Very stylish, I'm in a frenzy, I'm in a frenzy.'"
8404, I dont like rajinibut trailer weightuu',E Don't Like Rajinipat trailer is waiting'
8405, Idha ya rajni padam marana mass',This is the Rajini movie Death Mass'
8406, Lite ah basaa filim mathiri irukku semmaa',It's like a Liday Ah Paisa film'
8407, Ithu than da rajini padam',This is Da Rajini movie'
8408, Dislike pottavanga lam தேங்காய் சீனிவாசன்   rasikarnu ninaikuren',Dislike pottavanga lam coconut Srinivasan rasikarnu ninaikuren'
8409, Thalaiva superstar Rajinikanth very very super',Thalaiva Superstar Rajinikanth is very very super'
8410, Yow Ranjith Karthik subburaj kitta tuition poya',Yoo Ranjith Karthik Subbaraj's tweet'
8411, I m from telangana jai rajini jai thalaiva 🤘 🤘 🤘 🤘 🤘',I m from telangana jai rajini jai thalaiva 🤘 🤘 🤘 🤘 🤘'
8412, Rajini  style ah irukkena naturally  Rajini  Ippa enna panna porom sweet saapda porom',Rajini Style Ah Isetena Nathuralli Rajini What are we going to do now let's eat sweets'
8413, Rajini  Vijay Sethupathi',Rajini Vijay Sethupathi'
8414, Karthik sobu Ni deivamya Thalaivare semmeya katirukke',"Karthik Sobu ni Deivamayya leader, have a good time'"
8415, Rajni vs vj sethubathi marana combo I AM waiting',Rajini vs Viji Sethupathi death combo e ama vidin'
8416, OMG Pakkka mass Vera level Thalaivaaa I love u',Omg pakka mas another level leader e love u'
8417, PoggalooooooPongal Petta Pongal Petta parak parak parak',Pokeballs Pongal Petta Barak Barak Barak'
8418, O my God superstar Rajinikanth navajuddin siddiki vijay setupati  what else needed',Oh My Code Superstar Rajinikanth Navajut's Chitika Vijay Sethupathi What Else Needed'
8419, Kanna indha   ellam Papa vilayatu Inga epavume thalaivar than  super one',"Dear, this is all papa game, the leader is always the super one'"
8420, Super Anna  maku kavalasindi iedhaa',Super Anna Maku Kavalasindi Yata'
8421, Thanks Karthick Subburaj Marubadiyum s  Thalaivar ha Kuduthadhuku',Thanks Karthik Subbaraj again for being the leader'
8422, thalaivaaaaungalaa maari style ha yatumae illam',There is no change in the style of leaders'
8423, Thalaivar enaikumeee masss tha pa meaning of style',President Enaikumel Masses Tha Pa Meaning OP Style'
8424, Maranam massu maranam adhuku avar dhan porandhu varanum',Death is massu death and he has to bear it'
8425, wow last vanthathu rajaniya ille sivakarthikeyana',Wow last came Rajani or Sivakarthikeyan'
8426, Thalaivaaa thank you karthik sir to gv us old rajinikanth',President Thanga U Karthik sir to give usa old Rajinikanth'
8427, ஜித்து meratal pannraru super star vera level',Jithu metaral pannraru super star vera level'
8428,  vatti parthuten Thalaivar style ah parkkave Mass thalaiva Music nalla irukku',"I saw the interest of the leader's style, ah, the music of the mass leader is good'"
8429, Sirappana Tharamaana Sambavangala Inimei Tha Paaka Pora🤘🤘Marana Waiting',Sirappana Tharamaana Sambavangala Inimei Tha Paaka Pora🤘🤘Marana Waiting'
8430, Super b trailer am waiting pongal',Super B Trailer Ama Vidin Pongal'
8431, Eppa Karthik unna tha nambi irukom  Enga thalaivara kappathidu',"Karthik, we trust you, our leader protects us'"
8432, Vera level thalaivar petta trailerhe marana kaattu kaattuthu ',Another level leader is the trailer itself'
8433, Thilavaaaaaaaaaa',Thilavaaaaaaaaa'
8434, Marana mass thalaiva I love you',Marana Mas Taliva e Love u'
8435, Awesome awesomeness awesome style king is back',Awesome Awesome Men's Awesome Style King Is Pasak'
8436, ONEAND ONLY SUPERSTAR SEMMA KALAKKAL HAPPY PONGAL ALL STAR FANS AND SUPERSTAR FANS ',Onendi Only Superstar Shemma Charkal Happy Pongal All Star Balls and Superstar Balls'
8437, Mass super fantastic',Mass is super fantastic'
8438, kola pasila irukan kollama vidamatan thalaivaaa',The leader will not leave Kola Basil alone'
8439, Karthik subburaaj  direction na summa vapetta',Karthik Subbaraj Direction Na Summa Vaipatta'
8440, Adiiiii pisiruuuuuumasss daaa marana massssno one touch this peak level dialogue delivery star marana mass super star Forever',Adi Eeye Eey Eyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy'
8441, Super starnaa super starthaaa marana watingdaaaaaaavaingadaa maronammassmaranamthalaivarvaranumadhukupetta pongalthaanavaranum sathiyama Sollrenaduchuanrarveroda  odavettruven     ',Super starnaa super starthaaa marana watingdaaaaaaavaingadaa maronammasmaranamthalaivarvaranumadhukupetta pongalthaanavaranum sathiyama Sollrenaduchuanrarveroda odavettruven'
8442, Semmaya iruku Thalaiva nanka intha getula unkala parkurathukutha ivlo naal irunthomThalaiva vayasanalum unka alagum stylum maranthu',"You are beautiful, leader, we have been here for so many days to see you, even though you are old, we have forgotten your beauty and style.'"
8443, Nawazuddin  Vijay Sethupati fans hit like',Navasud's Vijay Sethupathi Pals hit like'
8444, Marana MASS Unmaiyave CHINNAPAIYAN MARI THALIVAR STYLE ah than irrukaru Vanga THALIVAAAAAAAAAAA vanga we are waiting for you',Marana MASS Unmaiyave CHINNAPAIYAN MARI THALIVAR STYLE ah than irrukaru Vanga THALIVAAAAAAAAAAA vanga we are waiting for you'
8445, Sooper Pettai Trailer S Bajrangi Baaijaan film la Nawasuddin Siddiqi comedy police pettai la villain aa',Soup Petty Trailer S Bajrangi Bhaijaan Movie La Navasud's Chiticky Comedy Police Petty La Villain Aa'
8446, Thalaivar marana massssvera level trailar',Leader Death Massesvara level trailer'
8447, To Haters Ungalukku comfortable ah illana neenga kanna moodikkalaam',To haters you can finish kanna if you don't have ah in kaporatap'
8448, Nice ok iam waiting kali sports big screen ',Nice ok race vidin kali sports big suhine'
8449, Eppa enna Panna porom mmm  sweet sapda porom',What are we going to do when we are going to eat sweets'
8450, Vj Seathupathi anna va sec mattum thaan  katuranga  ethu sarila Total ah thalaivara mattum thaan triler la katuranga',"They are showing only Viji Sethupathi, Anna and Chek, what about Total Ah, only the leader is showing in the thriller.'"
8451, Rajani fans from Karnataka We want this rajani old style',Rajini Pals Frame Karnataka V Want This Rajini Old Style'
8452, pakkurathuku chinna payan mari style ah irukeenga',It is a little useful to look at'
8453, Seeman annanin mind voice Yaarya nee Enakke unna paakanum pola irukke ',"Who is Seeman Anna's mint voice, you look like I want to see you'"
8454, Stlye king Thalaivrrrrr back Diologue elam semmarajini veriyanukana padammmmm',Staleye King Leaderrrrr Basak Deolokuge Elam Semmarajini is also a film for fanatics.'
8455, Madura petta going to be viral',Mathura Petta Goen to Pe Viral'
8456, super star  lady super star',Superstar Lady Superstar'
8457, thalaivaaa vera level masssu maranam and vjs',The leader is another level of Massachusetts death and witches'
8458, Thalaiva and makkal selvan combowaiting daaaaaa from vizagggg',Thaliva and Makal Selvan combowaiting daaaa prem vishakikigiji'
8459, Telugu trilar eppudu release date please',Telugu thriller release date please'
8460, Get rajini fied  vera level thalaivar mass  pongaluku paraak th jan',GET RAJINI BED ANOTHER LEVEL LEADER MASS PONGAL TO PARAK D SANA'
8461, Ranjith avanukkaga patam etuthaan   Karthik suppuraj fansukkaga patam etuthurukkaru',Ranjith made a film for him and Karthik Subbaraj made a film for Pansch'
